市場,代號,公司簡稱,公告日期,異動情形,新任者,舊任者,生效日期,異動原因,公告來源
上市,5906,台南-KY,105/11/11,職務調整,陳家妤,洪曉鈴,105/11/11,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5906"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,2614,東森,105/11/11,新任,李暉暉,唐淑珍,105/11/11,原稽核室主管調升為本公司管理部主管，稽核室主管業經本公司105年11月11日(五)第15屆第20次董事會通過，由新任者升任為稽核室主管。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2614"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,1618,合機,105/11/11,職務調整,林美玲,賴秀鳳,105/11/11,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1618"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,1218,泰山 代：泰山企業(漳州)食品有限公司,105/11/11,新任,林貽成,,105/11/11,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1218"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,9926,新海,105/11/10,退休,張美智,林谷鳴,105/12/01,退休,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""9926"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,5907,大洋-KY,105/11/10,新任,孔令華,侯瑞紘,105/11/10,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5907"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,5450,南良,105/11/10,新任,陳婉瑜,不適用,105/11/10,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5450"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,4557,永新-KY,105/11/10,新任,陳佳成,張兆民,105/11/10,董事會通過,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4557"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,3086,華義*,105/11/10,新任,陳麗鳳,楊秋萍,105/11/10,董事會通過內部稽核主管新任案。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3086"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,3056,富華新,105/11/10,新任,黃愛媜,不適用,105/11/10,民國105年11月10日經第十屆第10次董事會決議通過,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3056"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,2353,宏碁,105/11/10,職務調整,葉淑貞,林美惠,105/12/01,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2353"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,911622,聚亨企業集團(泰國)大眾有限公司,105/11/09,,,,,,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""911622"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,5601,台聯櫃,105/11/09,退休,賴正恩,王正忠,105/11/09,依本公司第十六屆第三次董事會105/11/09決議通過王正忠君申請屆齡退休及即日起聘任賴正恩君為新任稽核主管。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5601"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,4946,辣椒,105/11/09,新任,王捷民,張懷甯,105/11/03,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4946"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,4554,橙的,105/11/09,職務調整,陳毓梅,陳群樺,105/11/09,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4554"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,3490,單井,105/11/09,職務調整,待補,陳靜秋,105/11/10,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3490"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,2546,根基,105/11/09,職務調整,黃文賢,李偉基,105/11/09,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2546"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,2520,冠德,105/11/09,職務調整,侯榮俊,吳宜玲,105/11/09,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2520"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
公開發行,2443,昶虹,105/11/09,職務調整,林慧鴻,尹蕙蕙,105/11/09,職務調整,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2443"", ""TYPEK"": ""pub"", ""year"": ""2016""}"
上市,1305,華夏 代：台灣氯乙烯工業股份有限公司,105/11/09,職務調整,許量瑋,張莉萍,105/11/09,人員配置考量,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1305"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,9949,琉園,105/11/08,資遣,蔡祐慈,呂麗華,105/11/08,"個人生涯規劃,同意資遣","{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""9949"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,9949,琉園,105/11/08,新任,蔡祐慈,呂麗華,105/11/08,"原稽核主管因個人生涯規劃,同意資遣,由蔡祐慈主任接任稽核主管","{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""9949"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,4108,懷特,105/11/08,新任,張燕娜,郭華英,105/11/08,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4108"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,3390,旭軟,105/11/08,新任,王?茵,不適用,105/11/08,董事會決議派任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3390"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,2719,燦星旅,105/11/08,新任,李詩嫻,吳蕙萍,105/11/08,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2719"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,1727,中華化,105/11/08,辭職,王秋娥,張泳村,105/11/08,辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1727"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,5206,坤悅,105/11/07,新任,伍麗嵋,不適用,105年11月7日,原稽核主管105年8月31日辭職，經本公司105年11月7日董事會通過任命伍麗嵋擔任稽核主管。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5206"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,2474,可成,105/11/07,職務調整,鄧名妤,黃碧芬,105/11/07,公司內部職務調整，原任黃碧芬轉任人發部主管。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2474"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,8431,匯鑽科,105/11/04,職務調整,鄭志鴻,盧之蕙,105/11/04,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8431"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,8354,冠好,105/11/04,新任,何志平,何志平,105/11/04,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8354"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,6125,廣運,105/11/04,新任,高子元,不適用,105/11/04,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6125"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,6125,廣運 代：金運,105/11/04,新任,郭禮強,不適用,105/11/04,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6125"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,4946,辣椒,105/11/04,辭職,王捷民,張懷甯,105/11/03,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4946"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,4939,亞電,105/11/04,新任,劉勳,不適用,105/09/05,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4939"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,4905,台聯電,105/11/04,辭職,,李欣宜,105/11/04,辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4905"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,3031,佰鴻,105/11/04,職務調整,林貞汶,張育綜,105/11/04,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3031"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,2038,海光,105/11/04,新任,朱裕文,張書鳴,105/11/04,董事會通過委任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2038"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,1439,雋揚,105/11/04,職務調整,韓元泰,王志揚,105/11/04,公司內部職務調整。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1439"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,6195,詩肯,105/11/03,新任,黃淑玲,不適用,105/11/03,新任。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6195"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,4946,辣椒,105/11/03,辭職,王捷民,張懷甯,105/11/03,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4946"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,4108,懷特,105/11/03,職務調整,,黃智圓,105/11/03,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4108"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,3015,全漢,105/11/03,職務調整,謝捷程,許成勳,105/11/03,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3015"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,6470,宇智,105/11/02,職務調整,張麗珍,石惠文,105/11/02,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6470"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,3523,迎輝,105/11/01,新任,葉國良,不適用,105/11/01,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3523"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,3447,展達,105/11/01,辭職,黃文成,李秀英,105/11/01,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3447"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,3085,新零售,105/11/01,職務調整,詹玉津,黃資雯,105/11/01,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3085"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,2614,東森,105/11/01,職務調整,,唐淑珍,105/11/01,原稽核室主管調升為本公司管理部主管,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2614"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
公開發行,1819,豐鼎,105/11/01,新任,鄭秉宸,不適用,105/11/01,新任,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1819"", ""TYPEK"": ""pub"", ""year"": ""2016""}"
上市,1708,東鹼,105/11/01,職務調整,許珠寶,林益丞,105/11/01,內部職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1708"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,4806,桂田文創,105/10/28,職務調整,陳美琴,利爾祥,105/10/28,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4806"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,4702,中美實,105/10/28,新任,王志國,賴世旭,105/10/28,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4702"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,3511,矽瑪,105/10/28,職務調整,簡婉怡,彭淑珍,105/10/28,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3511"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,6016,康和證,105/10/27,職務調整,施淑珍,賴勝崇,若主管機關於106/01/03前核准，以106/01/03為異動生效日。(若主管機關於106/01/03後核准，以核准日期為異動生效日),職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6016"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
興櫃,1269,乾杯,105/10/27,新任,葉志男,不適用,105/10/27,新任者經董事會決議通過稽核主管任命案。,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1269"", ""TYPEK"": ""rotc"", ""year"": ""2016""}"
興櫃,1594,日高,105/10/21,職務調整,麥景藍,不適用,105/10/21,董事會通過委任,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1594"", ""TYPEK"": ""rotc"", ""year"": ""2016""}"
上櫃,3219,倚強科,105/10/19,新任,馮釋誼,不適用,105/10/05,公司營運需求,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3219"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,2885,元大金 代：元大證券(柬埔寨),105/10/17,新任,Koum Mandarine,NA,105/10/17,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2885"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,6264,富裔,105/10/15,辭職,羅偉碩,何菊華,105/10/15,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6264"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
公開發行,1267,京華堂,105/10/14,辭職,遺缺待補,謝適任,105/10/13,辭職,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1267"", ""TYPEK"": ""pub"", ""year"": ""2016""}"
公開發行,1267,京華堂,105/10/14,資遣,遺缺待補,謝適任,105/10/13,原稽核主管表現與公司預期有巨大落差，故予以資遣。,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1267"", ""TYPEK"": ""pub"", ""year"": ""2016""}"
上櫃,3219,倚強科,105/10/12,職務調整,,張正析,105/10/05,補充說明105/10/05本公司內部稽核主管異動原因；原稽核主管張正析經105/10/5職務調整解任稽核主管後，於105/10/07離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3219"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,1785,光洋科,105/10/12,職務調整,陳俊銘,陳雯玉,105/10/13,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1785"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,2885,元大金 代：韓國韓新儲蓄銀行,105/10/11,職務調整,崔俊默,廖成,105/10/12,公司章程修正,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2885"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
公開發行,1267,京華堂,105/10/07,新任,謝適任,,105/10/03,到任,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1267"", ""TYPEK"": ""pub"", ""year"": ""2016""}"
興櫃,6580,台睿,105/10/06,新任,許品瑜,不適用,民國105年10月06日,新任者經民國105年10月06日董事會決議通過,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6580"", ""TYPEK"": ""rotc"", ""year"": ""2016""}"
上櫃,3219,倚強科,105/10/05,職務調整,馮釋誼,張正析,105/10/05,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3219"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
公開發行,1267,京華堂,105/10/04,新任,謝適任,,105/10/03,到任,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1267"", ""TYPEK"": ""pub"", ""year"": ""2016""}"
上市,2882,國泰金 代：世越銀行,105/10/03,辭職,Le The Manh,Vu Anh Duc,依越南法令規定，上述決定事項須經越南央行核准後生效。,另行指派,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2882"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,6195,詩肯,105/09/30,辭職,,明嵩玫,105/09/30,原稽核主管因個人因素辭職，由代理人暫行接任職務，俟新任內部稽核主管待董事會通過派任後再行公告。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6195"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,3491,昇達科,105/09/30,辭職,,楊麗美,105/09/30,個人工作規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3491"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,3056,富華新,105/09/30,職務調整,黃愛媜,陳鵲妃,105/10/01,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3056"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,3031,佰鴻,105/09/30,離職,張育綜,張東立,105/09/30,個人生涯規劃離職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3031"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,2882,國泰金 代：國泰人壽保險股份有限公司,105/09/30,退休,陳淑娟,簡長得,俟金管會核准後正式聘任,退休,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2882"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,2038,海光,105/09/30,辭職,,張書鳴,105/09/30,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2038"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,1737,臺鹽,105/09/30,職務調整,戴瑞衡,戴瑞衡,105/09/30,真除,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1737"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,2891,中信金 代：美國中信銀行 (CTBC Bank Corp. (USA)),105/09/29,辭職,Peggy Silva,Brian Reeder,105/09/30,辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2891"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,3523,迎輝,105/09/27,辭職,,楊忠政,105/09/27,辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3523"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
興櫃,1269,乾杯,105/09/26,辭職,遺缺待補,謝孟佐,105/09/28,個人生涯規劃,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1269"", ""TYPEK"": ""rotc"", ""year"": ""2016""}"
上市,9944,新麗,105/09/23,新任,詹雅棋,不適用,105/09/23,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""9944"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,2886,兆豐金 代：兆豐國際商業銀行,105/09/23,解任,陳富榮,劉小鈴,105/09/23,解任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2886"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,2035,唐榮公司,105/09/19,職務調整,張懷陸,陳素霞,105/09/14,人事異動,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2035"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,5907,大洋-KY,105/09/14,辭職,,侯瑞紘,105/09/14,辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5907"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,2731,雄獅,105/09/14,職務調整,許振銘,陳昭綾,105/09/14,人事異動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2731"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,1626,艾美特-KY,105/09/14,辭職,,李國濱,105/09/15,原稽核主管因生涯規劃辭職，俟新任內部稽核主管待審計委員會及董事會通過派任後再行公告。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1626"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,2035,唐榮公司,105/09/13,職務調整,張懷陸,陳素霞,105/09/13,人事異動,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2035"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,6190,萬泰科,105/09/09,職務調整,陳碧霞,梁文照,105/09/09,公司組織規劃考量，職務調整。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6190"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,6125,廣運,105/09/09,辭職,,莊雅婷,105/09/11,辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6125"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,2540,愛山林,105/09/09,新任,陳韋芸,不適用,105/9/9,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2540"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,2010,春源,105/09/07,職務調整,涂思如,黃振國,105/09/07,原任主管屆齡退休,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2010"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,4804,大略-KY,105/09/06,職務調整,林亨杰,莊子彬,105/09/06,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4804"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,4939,亞電,105/09/05,新任,劉勳,不適用,105/09/05,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4939"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,8080,泰霖,105/09/02,新任,陳婉榕,高維宏,105/09/05,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8080"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,4545,銘鈺,105/09/02,新任,張雅雯,不適用,105/09/02,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4545"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,6245,立端,105/09/01,職務調整,陳玫秀,李蕙君,105/09/01,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6245"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上櫃,5206,坤悅,105/08/31,辭職,,陳麗瓊,105/08/31,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5206"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,4545,銘鈺,105/08/31,辭職,遺缺待補,李靖嬫,105/08/31,生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4545"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,3708,上緯投控,105/08/31,新任,陳美伶,不適用,105/08/31,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3708"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上櫃,3086,華義*,105/08/31,辭職,,楊秋萍,105/08/31,因個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3086"", ""TYPEK"": ""otc"", ""year"": ""2016""}"
上市,2540,愛山林,105/08/31,辭職,,姚方,105/08/31,辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2540"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,2514,龍邦,105/08/31,辭職,,黃郁雯,105年8月31日,辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2514"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
上市,2206,三陽工業 代：南陽實業,105/08/31,新任,林欣綺,不適用,105/09/01,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2206"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
公開發行,1267,京華堂,105/08/31,職務調整,遺缺待補,黃茂基,105/08/31,職務調整,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1267"", ""TYPEK"": ""pub"", ""year"": ""2016""}"
上市,2897,王道銀行 代：台灣工銀證券,105/08/29,職務調整,施淑珍,吳淑芬,105/09/26,因應子公司105/9/26起終止證券商業務，人員異動調整。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2897"", ""TYPEK"": ""sii"", ""year"": ""2016""}"
